m,s,min_svd_list,max_svd_list,avg_time
900,45,"[0.6772700803577182, 0.677442793013575, 0.678630077821412, 0.6781176099666354, 0.677758586496511, 0.6822487892286716, 0.6726053664738023, 0.6846980410824228, 0.6728817127691293, 0.6796869814480067, 0.6792843135418849, 0.66860499575808, 0.659294436680765, 0.6738216290199953, 0.6767158335703498, 0.6531270755101375, 0.6875619511491091, 0.6800281955904734, 0.6794817410153335, 0.6625005338733877]","[1.3206452703533873, 1.3248118314987463, 1.3287971921002841, 1.326958443202999, 1.316325179745956, 1.3330762531874263, 1.3109945503940783, 1.3226329118590694, 1.33747496537444, 1.3391305610917077, 1.3140514991100936, 1.3272209731162425, 1.3192610767426012, 1.339750540552529, 1.3135816314053494, 1.329436783437519, 1.3206668876031924, 1.3476251275315563, 1.3068087063880605, 1.3204006499820888]",0.08006085157394409
900,50,"[0.6687766932956287, 0.6681434117796314, 0.6748560061597725, 0.6842293718455033, 0.6752899878988272, 0.6741974167299198, 0.6722315255475386, 0.6625433415525407, 0.666151981174787, 0.6852332956306953, 0.6908648444551899, 0.6751918487857592, 0.6832776379665392, 0.6714662446260279, 0.6854105158703575, 0.6977971943558371, 0.6823092160308196, 0.6648998851408343, 0.6671935785920369, 0.6652766417898811]","[1.308254649973944, 1.3173033058106807, 1.3239222881319381, 1.3208046598798104, 1.3158933005238058, 1.3336715218076944, 1.3225659135649106, 1.3419131890717602, 1.3240769209801462, 1.3325001053054768, 1.3367485339420193, 1.3254324818404564, 1.3061360534125006, 1.3098100863506135, 1.3072761795997743, 1.333537137147714, 1.3254834167938947, 1.3238029993490608, 1.3096985680500537, 1.345807360287798]",0.08242045640945435
900,55,"[0.680368560856927, 0.6675743628109623, 0.6931324675638145, 0.6796525142533719, 0.6614921361133802, 0.6844948354017875, 0.6768795775886602, 0.6692227439463746, 0.6809031028964059, 0.6731863316660732, 0.676476795516444, 0.6598589348617131, 0.6780332715212188, 0.6785083217566795, 0.6743171525690564, 0.669596432289013, 0.6566823189421236, 0.6808809784860371, 0.6807251609855298, 0.663538597549117]","[1.308987026990159, 1.3559455088918906, 1.3229396049185986, 1.3225333695955377, 1.3148749927624976, 1.3300145994469468, 1.3358143907624407, 1.3340830629127336, 1.3285589678507757, 1.3234832637565668, 1.3287194069526977, 1.3079136183052429, 1.3216881861325587, 1.320758385327488, 1.3201430155319838, 1.3218454440825893, 1.300080861115411, 1.3225295918429536, 1.3088556029844842, 1.314110661612299]",0.08334726095199585
900,60,"[0.6804219546628559, 0.6615563807962981, 0.673325456533678, 0.676648526093085, 0.6759436480165677, 0.6634303181574832, 0.6541746490795354, 0.6809086120795127, 0.6767629196821097, 0.6664061725415544, 0.6752664036207762, 0.6686125905708625, 0.679972789083627, 0.6784146496641363, 0.6695108764804243, 0.6790774503535317, 0.6725245928937557, 0.6831362563227107, 0.6896037038935523, 0.6835371546784286]","[1.2968495946317644, 1.3339895209263937, 1.3026516096866894, 1.3112902316704824, 1.3396062427987607, 1.340812681985767, 1.3160736412731322, 1.3355959145866247, 1.3306276195780342, 1.3288747660020075, 1.317391101488647, 1.325126035920468, 1.3161696483957186, 1.315833870825576, 1.3209480645215217, 1.3115265830978455, 1.3339119968518867, 1.3157612257567628, 1.3115939313912701, 1.3290806420514074]",0.08678076267242432
900,65,"[0.6768564227029172, 0.6894177239949765, 0.6636014036948448, 0.6662500213662932, 0.6729766954891807, 0.6783247657660806, 0.6837019522036448, 0.6635356202224832, 0.691187651610292, 0.6841546446990654, 0.6793672504587143, 0.6677363898709547, 0.6848850140042694, 0.6829752499796198, 0.6731588489854329, 0.6838783660197408, 0.6674569775886988, 0.6858290620413205, 0.6732967051905797, 0.6776289127630094]","[1.3308170222641325, 1.319539090008328, 1.3271062794661492, 1.3248006816834692, 1.3227804247839643, 1.310935646719168, 1.3193203642997589, 1.321891733287018, 1.3262219792569223, 1.3083906335130724, 1.3327025795077296, 1.3136908940222318, 1.3298235974826698, 1.3397756822830618, 1.3297315797561606, 1.29921578776927, 1.3096904142077417, 1.3420480642505122, 1.3247789639129062, 1.3319919801900222]",0.09744840860366821
900,70,"[0.6781871166603073, 0.6850961490447358, 0.6858290448550722, 0.6676522769755944, 0.6845090488278376, 0.6664654674850559, 0.6619554641459158, 0.6809963586735586, 0.6801661349704197, 0.6767406363782349, 0.6722233328028691, 0.6717020284897867, 0.6632944968348978, 0.6815344503508153, 0.6825098064697225, 0.6647196555958537, 0.6881853643359153, 0.6730611820428338, 0.670226161870611, 0.6744492443927438]","[1.3307115162483185, 1.3052757318027317, 1.3209555083069113, 1.3160698823432004, 1.3039755873649856, 1.325705589873059, 1.3296344764145904, 1.3215340433921081, 1.3437859146862374, 1.3201869269183262, 1.3181608253733015, 1.3154779407603518, 1.3073662237788048, 1.3331424468368294, 1.30208440422424, 1.3245533828591727, 1.3347592909512993, 1.326410855312107, 1.3307868305814865, 1.3344027729167567]",0.09504553079605102
900,75,"[0.6761395387041138, 0.678986874829206, 0.6850960083583337, 0.6761097011746436, 0.6751269484408066, 0.66468087388444, 0.6758030682688775, 0.6917729780831983, 0.6705210179839776, 0.679712127310683, 0.6833102318611478, 0.6748093657251127, 0.6677867877669232, 0.6808417999533739, 0.6814559446801199, 0.6817092438628094, 0.6833462319976841, 0.6840105998696002, 0.6827274208415017, 0.6806103739331413]","[1.3273246430279833, 1.3217901913533052, 1.3120172179652112, 1.3176247194779402, 1.3070183525129577, 1.3024672845253098, 1.3104849678351012, 1.305320311624266, 1.309631250477952, 1.3363339756350963, 1.3119385193075415, 1.3351859479408767, 1.3293058946715628, 1.3357846215303135, 1.3420032273819116, 1.336968457929362, 1.3425540741160353, 1.3183088168668875, 1.3104355469317013, 1.3218711901690514]",0.09590915441513062
900,80,"[0.6734451762485052, 0.684282566235211, 0.6786921970845028, 0.6567290172963319, 0.6784199394476396, 0.6738836392061318, 0.6736479215960604, 0.69374750889552, 0.6871198799740136, 0.668649951263035, 0.6607781246392028, 0.6803653712802391, 0.6783593944144699, 0.6774930393205976, 0.6874651019325084, 0.6748152004464194, 0.6738801057215332, 0.6618565040722197, 0.686222602817048, 0.6778037261722454]","[1.326048390660369, 1.3101087028912874, 1.3413173404807435, 1.3012239389837938, 1.3463166318076831, 1.3211239953751535, 1.324297029848365, 1.3083935350710398, 1.328628847920363, 1.3052510744992742, 1.306190112334464, 1.3224533265432339, 1.3249712998933545, 1.3118923687813522, 1.3271975200320794, 1.3352436273363821, 1.3305059849931276, 1.322720699406355, 1.329283312897923, 1.3185566366893648]",0.090633225440979
900,85,"[0.6658289473722219, 0.6647954447473714, 0.6722492221758654, 0.6618325679645467, 0.693809828183299, 0.6872059903399818, 0.6856405690177513, 0.6836482601947496, 0.6891817422134567, 0.6553422934475518, 0.6667126238190575, 0.6746377033726412, 0.6817913053238404, 0.6726403114958973, 0.681186769266597, 0.682288550614984, 0.6827462209765399, 0.6673694281993044, 0.6809315395627159, 0.674313942268408]","[1.3154468400650157, 1.3239450840739204, 1.3167523697266894, 1.3031358676724174, 1.3257808265018034, 1.3103202175953466, 1.3114535461614931, 1.3218019993008878, 1.330236365280383, 1.3235532920567816, 1.3301650810445667, 1.3251411014816308, 1.3162781103820083, 1.3389169331333368, 1.3166700278455334, 1.299307821999283, 1.324161659792447, 1.3213473105590983, 1.307938313699719, 1.3223044352963853]",0.08835374116897583
900,90,"[0.6756963753603085, 0.6865504040789726, 0.6708186868461048, 0.6712979526187627, 0.6738600239221924, 0.683477124091303, 0.6763193527224676, 0.6754240158574999, 0.6799388828055654, 0.6834433463871359, 0.6668917051693753, 0.6681220221420622, 0.6725383729686071, 0.6689148792831955, 0.6717236191443384, 0.6744329356384979, 0.683183089472356, 0.666106613945564, 0.6870984427352675, 0.6759195478731462]","[1.3206670037971298, 1.3218762350701394, 1.3213312655770442, 1.3211005233351618, 1.30615197008651, 1.3366458091077134, 1.3204476392345672, 1.3178253074939519, 1.315213077221473, 1.3056612022445324, 1.3351567593918623, 1.323411060554897, 1.3129238942924197, 1.3320278136453443, 1.312759274082819, 1.3102481085012183, 1.3099167116609534, 1.3344302660070975, 1.3121213207058735, 1.338838485539389]",0.09001367092132569
900,95,"[0.6877631575434545, 0.682032883369975, 0.6747486886142958, 0.6746092056144422, 0.6827914283946984, 0.6797000149423257, 0.6799106498250118, 0.6780960314243223, 0.6719479320462336, 0.6611067079211967, 0.6668048306426406, 0.6795761930674183, 0.6697149971583332, 0.6806912660184652, 0.6772649591030357, 0.6795609386674386, 0.6677471106970063, 0.6881505775791581, 0.6722927659145457, 0.656701739151]","[1.3081750407434665, 1.322342135586063, 1.3265277861368205, 1.3320867433990997, 1.3395970846828618, 1.3109881318235725, 1.3200660248864275, 1.3264687843482934, 1.3128448429403665, 1.3065704414536021, 1.3449101212058683, 1.3071274144755793, 1.3325064866220542, 1.3239963823337109, 1.3345821343681599, 1.324759718231527, 1.3089491014707133, 1.3198744521979688, 1.3233906313205153, 1.3364440600460012]",0.09247804880142212
900,100,"[0.6856178764481771, 0.6747387799086154, 0.6640140978706826, 0.6863293332645096, 0.6776023835794733, 0.6922654166819091, 0.659579462644718, 0.6829881432479881, 0.682304249608447, 0.6752157688019154, 0.6827284035796664, 0.6766859416970396, 0.6861208640985468, 0.6794689072386787, 0.6903236932862259, 0.6851325766466834, 0.6783438021177562, 0.6814500721132765, 0.6818411686110722, 0.6753239418916874]","[1.317574031765281, 1.3255724974093053, 1.324825123197732, 1.3182793954966356, 1.3235048821164843, 1.3083802077979099, 1.3408660945823763, 1.3202324475944842, 1.3098061139568566, 1.3247583267258831, 1.3370482599382698, 1.3360528853960691, 1.3019505504454578, 1.3108745886117283, 1.3235180325119775, 1.3194585909496155, 1.315183945897716, 1.32179026651389, 1.3037259997624624, 1.316720218444752]",0.09242641925811768
900,105,"[0.6604375825628662, 0.6782215982491098, 0.64200420031202, 0.664704688787237, 0.6661362746416667, 0.6715662076213044, 0.6642143000651963, 0.6965775405422863, 0.6876762080515916, 0.6800477682771547, 0.6704000064168879, 0.6688551663236147, 0.6637655389135521, 0.6783808725271538, 0.6754662445750428, 0.6783406376573159, 0.6837002189481162, 0.6804061088221975, 0.6663395118589571, 0.6779995123753141]","[1.3159990578323149, 1.309799353071323, 1.3167546098732636, 1.316708692053615, 1.3242192665839867, 1.3291661752916029, 1.3280902359239504, 1.3245014727832107, 1.3431257017798972, 1.3459968477519055, 1.3089021944318893, 1.3252834218913887, 1.3178065681045275, 1.321917645288146, 1.3091585703330146, 1.319347571445762, 1.3195231365182885, 1.3239837601463602, 1.3098693984872989, 1.316831640454186]",0.09089945554733277
900,110,"[0.6830270778393694, 0.6585294610632721, 0.6775689641717634, 0.6706956087526302, 0.6667254867149113, 0.6674344591578444, 0.6790586679485936, 0.6830441936623862, 0.6679426010767869, 0.6714438952067336, 0.6871771778999397, 0.6486297536210142, 0.6693017476558961, 0.6849445296401734, 0.6741866278331848, 0.6691228280869312, 0.6714992930120911, 0.6603359269457246, 0.6712829188291181, 0.6705006586179705]","[1.311842524997658, 1.3326133143537897, 1.3161028397609051, 1.321575544234026, 1.3220017649988005, 1.3174280658304431, 1.3252814058796916, 1.3434015708249767, 1.3209462150681934, 1.325993615301268, 1.3215896985236397, 1.312425145679741, 1.3241960749296462, 1.333817034712859, 1.3480027682358537, 1.3246463405076694, 1.3078425334855257, 1.317379282897497, 1.3127944818231123, 1.3199460871812785]",0.09416353702545166
900,115,"[0.6945167252084824, 0.657875729616297, 0.6686856118155599, 0.6668514728890924, 0.6816241533715736, 0.6868682680396481, 0.6652036419467797, 0.6775091471046636, 0.6774040080809327, 0.6843823870622474, 0.6711387833225975, 0.6768899348701899, 0.6570749709086664, 0.6673183415788597, 0.6499951524818427, 0.6562411300006074, 0.6802263461713284, 0.6798342596305841, 0.6737091155889341, 0.6664292138853768]","[1.3429353189844526, 1.31087308735279, 1.3133133192712376, 1.3173794290851746, 1.317247631467515, 1.3093081855926034, 1.3069386795573092, 1.320855978545576, 1.3152916142587119, 1.317493298490899, 1.3195810847625133, 1.3141627015794344, 1.325759853529123, 1.3214743391741661, 1.3304599255220344, 1.3091803126074981, 1.3278706431048886, 1.317597007767617, 1.3115035020276131, 1.3095790703224677]",0.09500321149826049
900,120,"[0.6691936218969428, 0.6794767882029591, 0.6738850536836568, 0.6808625213675586, 0.682521640509023, 0.6855316896841108, 0.660803271142651, 0.6644381607693279, 0.6738181400142215, 0.6785763930616042, 0.6692102365406757, 0.6596824046424097, 0.6534888867613877, 0.6642078783196408, 0.6752564953468573, 0.6793458316015453, 0.662945364179508, 0.6777309110758268, 0.6768816129576474, 0.6774158911619915]","[1.3260875833930341, 1.32278074524034, 1.3264515082594497, 1.3235651307538443, 1.3234715116470952, 1.3055334834014953, 1.3179149649947552, 1.3181601702152674, 1.3210173417444997, 1.3130607582714637, 1.3437110544156572, 1.3317026857676901, 1.3142667619029769, 1.3173858843318333, 1.3152016701882372, 1.3161468855674416, 1.3212679042528288, 1.3220038993708496, 1.3282695389908827, 1.3217151986093336]",0.09669677019119263
900,125,"[0.6813537143640558, 0.6641626485040947, 0.6687957115615943, 0.6677293456142585, 0.6699051642296575, 0.6855911903618498, 0.6727499991603668, 0.6779399652337751, 0.6753947923754153, 0.6718470864687895, 0.6856629711033048, 0.6862834643050941, 0.6769465256754145, 0.6724902572503337, 0.6704034696381548, 0.6702462881420496, 0.6679170417987523, 0.6656375594728389, 0.6911706429506386, 0.6759574841554669]","[1.3383943628818995, 1.314987567225446, 1.316578749974732, 1.330095339021887, 1.325540218751818, 1.3117260060403402, 1.3095158133484093, 1.3149183724819573, 1.3266219493731288, 1.3228000238242648, 1.327505234339736, 1.3192665210752172, 1.3170007546776286, 1.347606246551318, 1.3132678318204105, 1.3396287008979686, 1.3226113622419438, 1.3331798343576087, 1.3110812913766765, 1.325949044682337]",0.09600424766540527
900,130,"[0.6631257232686538, 0.689751111019784, 0.6704110240304753, 0.6773152238421948, 0.6737163078400281, 0.6624524203661438, 0.6740962880907522, 0.6823919579022439, 0.6776685370164708, 0.6702217266139587, 0.6854381469642143, 0.6729089156451378, 0.6743109115585354, 0.6751325148967732, 0.6677071992915962, 0.6814837666450528, 0.6709043382622922, 0.6735705098873775, 0.6735144649184189, 0.6692183489862762]","[1.31342080649733, 1.3110491763304792, 1.3159128557968365, 1.3280254719794244, 1.3190072492763163, 1.3173868555999566, 1.3070624157379334, 1.3137891946493152, 1.3354188602716373, 1.3282142309560832, 1.3208869106931493, 1.3068158456718328, 1.3338430483129111, 1.3060576730157365, 1.3320896926689254, 1.3159554378361442, 1.3250703525449747, 1.337472814304948, 1.318618636675974, 1.3278708328128954]",0.09818011522293091
900,135,"[0.6835445269476333, 0.6865571643431632, 0.6661035776711774, 0.671961392081637, 0.688738891679414, 0.663922912445351, 0.678544234146705, 0.6785094594292094, 0.6633844918341117, 0.6824134705312376, 0.6760470437124159, 0.675158417827135, 0.6764235020119531, 0.6731795705595409, 0.6846495512766827, 0.6676061393401616, 0.679579750628447, 0.6832278032033327, 0.6847705308378693, 0.6788288494495477]","[1.3174459121573536, 1.3217250711560367, 1.334930990100558, 1.314529681383807, 1.3200511855954047, 1.3192496242969636, 1.3236941181569006, 1.3124265222564342, 1.321476494514681, 1.3164345440626433, 1.326715896853925, 1.3136547283452664, 1.3241290074770362, 1.3359440294715328, 1.3338875453627803, 1.3153648611972768, 1.3231303539326646, 1.3221058928490084, 1.3296717224480918, 1.3308700314711361]",0.09934103488922119
900,140,"[0.6736267111818687, 0.6703173768680171, 0.6695998334800872, 0.6723350427850461, 0.6762864718951719, 0.6653876843090724, 0.6816580469507151, 0.6796320129064324, 0.6739982984217326, 0.6877614421688703, 0.6810453509816293, 0.6732272184486626, 0.6764180551009399, 0.675933105025216, 0.6727809192857303, 0.6595990398458994, 0.6801106208634984, 0.6825644707217479, 0.6827468070985709, 0.6780317736581782]","[1.3073673488958666, 1.318205048390501, 1.3190907591791479, 1.3377577198828168, 1.3218241865110918, 1.3105717017832954, 1.3291373002793325, 1.3250702585591132, 1.345959713879228, 1.348776536101408, 1.3232220072235843, 1.3275142686284584, 1.319078379914927, 1.3209375331638913, 1.3327343245381893, 1.313366859203011, 1.3199230930462584, 1.323624479940477, 1.3355087727140351, 1.31529834325239]",0.10243736505508423
900,145,"[0.6656134825935702, 0.6904216474587789, 0.6831798918905788, 0.6762157168036366, 0.678818899666963, 0.6716178377065902, 0.6739785461565548, 0.6744962642912726, 0.6621107532026069, 0.6853236586028394, 0.6666637638385818, 0.6672561633664723, 0.6644539465386142, 0.6855862424865651, 0.6889359188032053, 0.6857489551123791, 0.6590889265017827, 0.6622323665352373, 0.6795088733426536, 0.6709093595378948]","[1.3046343536249974, 1.3167049324244378, 1.3257292560672413, 1.3088956632257147, 1.3223204252323308, 1.316858313868501, 1.3088905804108701, 1.3195499289271178, 1.3374405702904602, 1.3247478204809295, 1.333228369003307, 1.319350784843932, 1.3230672643232873, 1.3245271763984319, 1.315430070488962, 1.3066698689156377, 1.3220357094228632, 1.327436065155672, 1.3043324657776716, 1.3158727761766589]",0.10570030212402344
900,150,"[0.6815723890134465, 0.6689646378329974, 0.6584242827813296, 0.6776513305092382, 0.6542499881012913, 0.675884993898631, 0.6691861005047454, 0.6767284490300682, 0.687651383393873, 0.6775545547852543, 0.685453514588102, 0.6790248776948703, 0.6816984673040722, 0.6659870952994801, 0.6777585714843666, 0.6787931939574291, 0.679998256428801, 0.6612389444244688, 0.672853500302444, 0.6760556491482171]","[1.3111471004600943, 1.3117582875738825, 1.305089947394315, 1.3360539184659426, 1.3191506292042716, 1.3328700167941518, 1.3246276897515148, 1.3014750815806746, 1.3248080680940435, 1.3183685715967404, 1.3359871499919895, 1.3196813062944053, 1.3254439365802873, 1.3086310923390456, 1.3192003608289964, 1.3335660745972053, 1.3090651085960134, 1.3166431329363864, 1.324883174598384, 1.319293639470428]",0.10084470510482788
900,155,"[0.6831213459847225, 0.6728315104602421, 0.6948054938755118, 0.6714967694738956, 0.6762489713597336, 0.6852389971435796, 0.6855177994514434, 0.6883954736812503, 0.6707594648870797, 0.6917998106587411, 0.6743824278328007, 0.6675853172440037, 0.6733469007344444, 0.6656174614847222, 0.6749314382750987, 0.6794101581412425, 0.6800532636709622, 0.6590785705814393, 0.6794811885166254, 0.6612180091827992]","[1.2953740625967625, 1.3039600938949079, 1.3224884431020096, 1.3065109048436603, 1.3184664599603724, 1.3337969811963504, 1.3106002657525897, 1.3070823448981521, 1.3271619789570808, 1.315112196656217, 1.3124020328080817, 1.3086939330558813, 1.3316349602854312, 1.3187972699087323, 1.3159719838665798, 1.3222167003677734, 1.3050877205599591, 1.3197475909210097, 1.3141448998053629, 1.3010702532549183]",0.10246497392654419
900,160,"[0.6701428440301189, 0.6885683527249786, 0.6756913997956709, 0.6560069683335574, 0.6719504469865193, 0.6725674366396356, 0.6828629690052782, 0.6834185978487254, 0.6784493331303821, 0.6877299631678228, 0.6908480379903843, 0.693536322995958, 0.6650666497922106, 0.6610071616792152, 0.667068269106229, 0.6907802911855642, 0.675714634386288, 0.6782048112855084, 0.6720658548432612, 0.6714437132241794]","[1.3257755916944782, 1.3198529643796582, 1.3164540769332267, 1.311500245718796, 1.3134148194678126, 1.31122506318275, 1.3079920634456519, 1.305930487211873, 1.3120913808845311, 1.3094517293721804, 1.3379265275750871, 1.3118831784758334, 1.3262574840276191, 1.3188104458340764, 1.3253286560513307, 1.326884903957897, 1.3293304248916855, 1.3261318513009244, 1.3179766145404312, 1.3232132067772773]",0.10502235889434815
900,165,"[0.6839783604955988, 0.6849663637063752, 0.6620850667877624, 0.685767492169857, 0.6681877886529084, 0.6812257113178836, 0.6844565068770045, 0.6726615398163596, 0.6777654234734125, 0.6529512688569612, 0.6634523300889784, 0.686842462093558, 0.6819493052684792, 0.6806215292193624, 0.6764102021975286, 0.6744228210858302, 0.6792154449569684, 0.6742692195748202, 0.6639664413974586, 0.6864558520925363]","[1.3124871605103314, 1.3161882650605274, 1.3312120005161627, 1.324876464531755, 1.3279732614868287, 1.3134413614672626, 1.3182327982426667, 1.3169994350157728, 1.315369609575015, 1.3261552755191772, 1.3173208721794476, 1.3174536296822463, 1.3169335160742657, 1.3277740208869169, 1.3175847958539426, 1.305150228472144, 1.3088622598738089, 1.3199603472077095, 1.2995021673331215, 1.34566721829914]",0.10101405382156373
900,170,"[0.6602291146708313, 0.6889258643891238, 0.6604195348456655, 0.6778507140116391, 0.6840163425350352, 0.6780794769142315, 0.6728756134314308, 0.6603544871895395, 0.6787910151030451, 0.6597767546084417, 0.6737253501504036, 0.6963191954450091, 0.6700608496643297, 0.6753727682394886, 0.6752633460991603, 0.6662159824681866, 0.6703443451164466, 0.6740996078544365, 0.677941707717006, 0.6846704802504354]","[1.3057122042480847, 1.3170809547133286, 1.3164876956865634, 1.3313545723942795, 1.3308164284333208, 1.3440040812439973, 1.3171969057947877, 1.3289940072174826, 1.3231538214618532, 1.3143295472160899, 1.308681464007938, 1.3240774003135178, 1.3098411973480153, 1.3141266266172889, 1.3235178131218786, 1.3250273165869486, 1.3297388963814625, 1.321006594868752, 1.3184518336286615, 1.3079302056049449]",0.10620394945144654
900,175,"[0.6643475645330976, 0.6774709391420304, 0.6832667026634578, 0.6849998129464775, 0.6753988824785652, 0.6840350424471685, 0.6670020206040387, 0.6841809720158728, 0.6626148463741992, 0.6829935461591091, 0.675523192111403, 0.666669589974662, 0.6832840019775092, 0.66623944434197, 0.6735810869726251, 0.6677691469083195, 0.6823802410435265, 0.6740431828166386, 0.6778071981160182, 0.6602091817962004]","[1.3238200762305632, 1.3160831943803044, 1.32557386154806, 1.2991162107192313, 1.3303361568308045, 1.3160573242686486, 1.318025454991279, 1.3057296073676246, 1.3357547127234075, 1.3273213867258673, 1.3422340722701378, 1.3138834903939984, 1.3193505962273018, 1.3123598824628786, 1.3189608567906996, 1.3083190991152724, 1.3096000652087296, 1.3126609806198581, 1.327043638341782, 1.3268467283954974]",0.10888141393661499
900,180,"[0.6856626327192203, 0.6657153106765137, 0.687313867935341, 0.6747674254754877, 0.686694310246431, 0.6704586750254878, 0.6682971019230949, 0.6602844194278307, 0.666889011245537, 0.6777847146519467, 0.6800288220041819, 0.669542972054854, 0.6714386094849613, 0.6683164850059372, 0.6696023498431207, 0.6880765992799337, 0.6823172369969088, 0.6598697078300411, 0.6781256465845682, 0.6665711557886762]","[1.315010528746574, 1.3174782527514524, 1.3262821758639987, 1.3184331056788894, 1.3379972435117709, 1.3321458442466856, 1.3248032547907853, 1.3210087970872064, 1.3235800338594488, 1.3108895468085815, 1.3273193689267462, 1.3305551048525932, 1.3027362534003162, 1.3310740300263617, 1.3328358075194011, 1.3003410649638036, 1.3250512927464995, 1.3350993516824694, 1.3201283977750184, 1.318169970117652]",0.10553513765335083
900,185,"[0.6406993393440128, 0.660114969975947, 0.6742216376734943, 0.6676244551649043, 0.6850453768103274, 0.6731193792619046, 0.6792896353894174, 0.6926445184799956, 0.6757895019726888, 0.6809322903985736, 0.684922600526507, 0.6670878772036261, 0.6840568365263583, 0.67764429430065, 0.6845669867458809, 0.6822512347979961, 0.6698279669388171, 0.6726587709455748, 0.664920071015018, 0.6712161801307003]","[1.335357927424048, 1.3414857467985566, 1.3228331710888828, 1.3359598856563464, 1.3109064453902761, 1.309230997840071, 1.3292386995015686, 1.32983853680816, 1.3303791256618536, 1.3162833371421603, 1.328242307757888, 1.3222783265154316, 1.3289684799339443, 1.3375960701532685, 1.338520431917855, 1.3125906491852202, 1.3117443904788881, 1.3051232614624284, 1.317759329770203, 1.3242692009751336]",0.10887120962142945
900,190,"[0.6774411960804824, 0.6779575409289108, 0.6874527054056041, 0.6834211694073417, 0.6833699320465625, 0.6765300505627695, 0.6685946642304418, 0.6603883277688254, 0.6675590041060191, 0.6941753913352713, 0.6747523194244109, 0.6755752781193223, 0.6628731965725198, 0.6761607447253876, 0.6795090333919495, 0.6849109927936089, 0.6725844037632185, 0.676548407307849, 0.6707775427541529, 0.6704942300889202]","[1.3092499126330857, 1.3199907293664683, 1.3102947997720815, 1.3230145958191433, 1.3374323084309312, 1.313646070929562, 1.3254743855852422, 1.323521083553526, 1.3343691841485383, 1.3295655768256673, 1.3040102443595156, 1.3438902248132576, 1.321564963218604, 1.333926839233908, 1.3311222766788955, 1.3236633309822299, 1.3045625914317867, 1.3062668715875416, 1.3202811613272913, 1.328455249217398]",0.10791079998016358
900,195,"[0.6834044581008099, 0.671633742871258, 0.6574492813145245, 0.6780924998182386, 0.6840797052882472, 0.6766805711239011, 0.6757351263221835, 0.6770112100766749, 0.6803971848307555, 0.6779763023182837, 0.6656738807473159, 0.6671855107065917, 0.677545403695248, 0.6619807871971156, 0.6748663760971976, 0.680179598950733, 0.6606702167487334, 0.6731035700602604, 0.6778065625182583, 0.6626644405310027]","[1.3104055617275467, 1.3258448113477157, 1.3415615924374453, 1.3109122344594288, 1.3128686414092774, 1.343700366122992, 1.348538073103383, 1.3065623202518915, 1.302682953634327, 1.3377729812551495, 1.3223646428285236, 1.3196320851802774, 1.317427561536899, 1.3121545979213658, 1.3364436959294141, 1.3197550651022243, 1.3075548451633079, 1.3171846977046695, 1.3255158590250191, 1.3438911642119227]",0.10994675159454345
900,200,"[0.6694088800131265, 0.6652388702999246, 0.6761315917054859, 0.6840314097222613, 0.6740507101085619, 0.6629930262254426, 0.6718821024713303, 0.680921120487921, 0.6718342451561208, 0.6697936980071766, 0.6792101642899575, 0.6838203543006612, 0.6735444549025191, 0.6582595910465794, 0.6836453876640736, 0.6719209172256125, 0.6703132765441191, 0.6602775840706778, 0.6771327717801224, 0.6779529338619877]","[1.3170652784273715, 1.3092093565797647, 1.330739642189013, 1.3174963487767284, 1.3179684116049906, 1.3141433624780998, 1.3290341769860194, 1.3112878114013262, 1.312404887854782, 1.3121764288698046, 1.3223911650829812, 1.3189561451659686, 1.3166721937851686, 1.3248962056077889, 1.3205532413774206, 1.306922719744641, 1.327566235431171, 1.3205647874408342, 1.3241654517231436, 1.3181031006691775]",0.1095246434211731
900,205,"[0.6789699593223832, 0.6797294668786735, 0.6881374893173403, 0.6741615150555748, 0.6746364131541651, 0.6747709651063944, 0.6749457521172825, 0.6831190334635082, 0.6764383201968218, 0.6771187803082264, 0.684020673841697, 0.66278787551175, 0.6802631406605298, 0.6830352585886066, 0.66642087837966, 0.685206915772919, 0.6807111925435343, 0.6814686863028561, 0.6790619367933558, 0.6654909020241742]","[1.3360434304307565, 1.3156130929669447, 1.3186262177915, 1.31395938177488, 1.318615862849897, 1.3182656484812112, 1.3089563203893089, 1.343320665988008, 1.3381999459049507, 1.315918848003657, 1.3283804221755187, 1.318194754822151, 1.336481437205518, 1.3278059544430805, 1.3333531831295575, 1.3075064073663776, 1.3154732464723577, 1.3267964656642282, 1.3335482298887145, 1.3131276874470657]",0.11206998825073242
900,210,"[0.6905368414844958, 0.6784961114716515, 0.6744726935054534, 0.671832617475795, 0.6853288908984645, 0.6709150023923578, 0.6851252581799868, 0.6751254546663442, 0.6696936104382382, 0.6804461887650607, 0.6727376940705831, 0.6710040314824457, 0.66584715475453, 0.6680372316535924, 0.6822765147104877, 0.6741863837925948, 0.6640923136806325, 0.6723974370121236, 0.6836693158028119, 0.6786980812781293]","[1.314724893667179, 1.321166071449459, 1.343074029127769, 1.3147866585544215, 1.313843059586973, 1.3165662265532458, 1.304808758978456, 1.33297931541717, 1.3134642688214657, 1.3196839398773552, 1.3183499923631798, 1.336657837057377, 1.315111673289454, 1.3114281653568953, 1.3345512618177975, 1.3434533999956835, 1.3430783160717052, 1.324599995024332, 1.3378962379826047, 1.326949583560419]",0.11502060890197754
